TalkEnglish Logo
Toggle English Lesson Menu
TalkEnglish Home Button
Lesson Search

Search
ENGLISH LESSONS
Speaking English Lessons
English Listening Lessons
Extra English Lessons
Full Lesson Index
EXTRAS
English Speaking Articles
Download Offline Version
FB	TW	

Top 2000 Vocabulary Words
The list of words below are the most frequently used 2265 words in Spoken English. The words were selected by analyzing more than 250,000 words from hundreds of conversations. The only words to make it into the list were those that were also found in the BNC top 3,000, The COCA 5,000, and the Longman 3,000.

The frequency number is how often the word appears out of 250,000 words. For example if you divide 250,000 by 9243, then we can see that the word "the" appears once in every 27 words. However, this number should only be used as a general guide. The numbers can change depending on the topic, demographic, and many other variables. Although the number cannot be accurate, it can be used to provide insight into the frequency of words in relation to other words.

The Type column refers to what type of word it is. In many cases, a word can be multiple types. The first one listed is more frequently used than the second. For example, the word "can" is used as an auxiliary verb such as, "I can ride a bike." Also, it is a noun such as can of food. In this particular case, "can" is used commonly in both ways, but it is more frequently used as an auxiliary verb. In some cases, the third or fourth type might not be used regularly.

There can be typos or errors.  If you find anything that is incorrect, please email talkenglish@talkenglish.com.  We will do our best to correct everything.

Word	Frequency	Type
Biblical Massa diameter enjoyable incited paysans pupils tonnage wiry Bianca eating modelled nobility smallness trigger vacuum wantonly willst Georgiana approximate enumerate flamme strapped tuota woord consolations fermentation massacred observances tugged Hamilton Season agonized armée tournament Bliss Longstreet ascends bisher docks somebody's Luc Theater Toulouse agile bark baroness cuatro mama Alexandre Assyrians Downs iniquities plaintiff plug talented Riding exemplified generosity impute ita odours proudly fatality garnished serfs Connie Office Swithin depths milles Unter bourgeoisie cultivation j'aime nitrogen oasis ploughing subtly torpedo wire Burnet Presidency alienated begon laces proceeded righteousness sire watched Maynard constellation interfere life.' loitering quantity spikes glacial groan limping

26801 - 26900[edit]
seated stated warp BARTHWICK HILLCRIST arsenal displeasure grenadiers Cicely Sedan bribes cylinders unrivalled volition Treatise intervene Capable Corner circonstance corde letzte n'eût sincere turrets Meyer Reise created indisputable reinforcement Anfang Mendoza Parsons Tavern hautes onslaught redeeming storehouse Ashton embarrassments foggy racket resistless surgery uneasily wrist chants confused coquette diner extraction happenings humid quail receded dias equivocal students teidän wakeful zuletzt DAVID Search idealism rotting sul Alison Scarce Servants falcon protruding questioned strangle ABRAHAM Dei lyrical revolver sleeping verder Ruth combed daintily defection fis paddles practitioner rustled Casa Peking abstained chuckling faudra pleasantry Joab Lilly confining devotional machinations nephew Goodman doet

26901 - 27000[edit]
gentlest intelligently interim Higher Scenes colourless desperate fades luz maan recollection tapers REV project res tottered wrapt Plants STREET gruff intercourse refusal scrambles tourner undergrowth vestments weeps bellows concise das feathery insinuate lightnings bellowing dictator ettae Marat elective spasmodic technically telephoned Webster's fruits hopefully whitened Frankreich Reich dodged inspection soundings stares unconcerned wußte Dana devising gas jackets lusts sexton Galloway JOHNSON Newgate banged betake bloomed bottomless cognizance roubles effective flit games hus ould mob qualche 'my Clara bella dicht heaviness squall upward vrouwen Highways Rinaldo fro nieder Pain embarrass immensity stores CAPTAIN Gave Hindus antidote cheese pebble probabilities Griffin Stephens



27001 - 28000[edit]
diplomatist energetically explosions freeing kneeled owls appropriately laid omnipotent rallying relapse stagger suffit Ambition Barcelona Bavarian Fourteenth Mean Moliere accredited avea biographical ridicule Tish apace signal buena cropped digo facade här merchant's nourishing pit threaded WOMAN buffet jugement melkein rechten slimy zeigte duke grooms indifferent infused morals trump Abbott Bernadotte Maiden darned eagerness groaned innkeeper proposed prêtre samalla Oder Protection Vorstellung dasselbe nord rouges whan cellar joues sufferings Andreas DEPARTMENT Hazel carrots ducal furnaces perturbed trickling ubi dais fretful shrinks transferring Burke Froude dogmatic raillery revolved tribunals trickled Tant atrocities covet curtain giebt housing indecision lodger perform sternness vinden Gracchus

27101 - 27200[edit]
Italian ammonia engine evident notify periodicals straps Antonia DID amant feign gedacht gilding m'ont pure regaining startled suoi tireless époque Spiritual drainage indicated intuitive meist mitigate rated secreted straighten thousands tributaries Diener cloisters severity valise FM Wirklichkeit episcopal excitable lizard postman subscriptions Barrington Burney PETER charms chastise dieselbe score undivided Guardian Nicaragua hervor negotiated Francesca Grettir Step endeared menial vicinity brittle doigt section Cromwell's creed mal shaving sola stratum tallest Point ellas recruited reservations rêve shutter Dance Mayenne choix flatly Venetia harbour incorrect prohibiting prostitution vernacular welk Presbyterians commentators suivit uneducated viands Elsa Mormons ajar consulship evasion flow hugging Est

27201 - 27300[edit]
amused confirming equanimity fleece iba inordinate partridge physionomie polishing revealed vond Literacy Perfectly candlestick falsehood glows paled rent congratulating huntsman moose pistol sheaf telephone Grosvenor delegated honorary remarquer spar Bosinney antelope hierarchy ostrich prices speculating triomphe zyne Nord journaux roemischen Ethnic blaming earthy sward Landing sphere altered compunction côte obliquely presuming Captains Kent birthright chiefest exotic impartiality renegade Augsburg Gij Verses bewildered parece prologue twilight Department abodes forebodings gangway l'armee forests hanged harem immaterial profoundest Grafen bills bountiful decades lighthouse sec Strength architecture dumb embody feebleness fool's Doria Singapore convention decorate ir it.... management quelles Gefahr embargo envelope shells shrivelled

27301 - 27400[edit]
Wyoming distrusted furrowed infectious insult pikes sirs untoward wusste Andres biological blacker diffusion Marcel acknowledges butcher's cab sollten Dogs coinage heures Shuster psalms reinforce være wrest Beispiel Hubbard Mitte geometry 'Because Nash bloß forecast induces misschien myöskin tooke chiens meisten pus Siddhartha Vain battling kill loudly mines Carlyle's chums disrespect greens scornfully tengo CHORUS Trouble Up Wady discoverer exchange idiots nennen painter relationships sipped strife Bid Poverty entrust konnte persisted Amiens Texas arrest levres lotus scandal screws unquestionable Oi arm's catastrophe characterize foil maréchal precipitation carpet endowment separated transfigured Hymn Montfort Pond noble wade Goethe's cuffs dodging gunboats negation rupees

27401 - 27500[edit]
victoire wove Cove Fraeulein Getting Lit Ordnung accountable instigation pastry pouvons There'll geheele molest peerage tablespoon antecedents faiblesse foiled housemaid mercenaries terrier warehouses Graves cynicism progeny staves toucher undisguised Explain Gwynplaine Kirby gnawed gorges recitation siecle Testament barks bride's fleete gehört repression smartly sulphuric Monsieur ea f'r gypsy rarity spent uncultivated Blois colonization flies kerchief portmanteau potash presse urban 'He's Adonis Dank Sibyl aimlessly ballet después disclosing entrails foreseeing nominative spiders warped woeful component concurred geometrical grotto insignificance inventory irresistible pacified retreats toisen Dryden's Method gore lado sujets tires transverse tripping Wetherell body's josta septembre stirrup tm warring Anon derivation

27501 - 27600[edit]
utterance Spare advertise chewed misconduct slayer successor unmittelbar Sumter exhortations nephews teils Week creek drawback judges odium orthodoxy platter thrush wading Fight Questions dank devenue threescore worships 'ee IMF Papists Singing brutally dieu transporting Necessity entrances immortality plenty rascally semaine stupid deathless facetious jes' primer royaume splendors unconnected worked heaping kaiken raconter saloons slaveholders þe Georgia purge xxi Act devastation doses shortcomings string dozing inclining thatch wezen Bush ONLY Sabine That'll suppers Isabelle Nephi Thurber Voyages chronicler conductors embarrassed libro peck prospect suspicions toujours Eure barefoot convened dirait scenery untried warriors Eleven Massachusetts comics disapprove stammering Height Metternich hypocrites keeping

27601 - 27700[edit]
partit slyly soup Werk autobiography jointly overthrew precedents vigil D'you Evolution Grant Meadows allowed entendait myrtle rig Features Gifford Hades brushwood col porridge tilt Algiers Avant Dove Revelation dazzle omitted peacock sabbath COPIES gewiss journalists ouvriers Bunker Drew Uhr Va anderer gnarled pass'd reaping thump vergessen Physiol buyer cosy dots effrontery Chichester Ryder alleging cp disent grab gushed leafless mony poop sembla vividness Aryan Conduct Learn treachery cast countryside dismissing zegt Glueck dominate drab durant snarl Warrington creature's exhilarating intemperance l'habitude lodgings Authority Hawk Reserve coeurs nothingness perplexities puerta truthfulness untidy defying emptying harbours jest navy purification servant's Barbary Else

27701 - 27800[edit]
chime propagation stocked Bake Orestes hence imparting talons Interest Opening brocade maladies Drusus robed studiously Whitman behaviour endowments missiles pacify poplars unsuitable wavy aurez ceremonious desto diadem grazed confusing sadness sobs Aram Barrier fireplace flushed incipient sleet steamer 'His Agrippa I'se Roses Solomon's ascendancy distemper infrequently lashing magistracy monarchical nectar thumbs unfaithful Cuban interruptions rarer tranquillement Eggs border defeated ish Batavia Marcellus driver haf hidden intellects mutinous sever volontiers Soup stuffing wolle Fabian Heidelberg neighbour sauce theologian Gaelic commitments foyer hansom obsequious shaky 'Poor Fr Survey digestive puisqu'il Domestic Fayette Fifteenth eigene Obviously Rosemary Weary cages s'etaient soir supplementary vanha

27801 - 27900[edit]
worthily Soldier bajo beter compromising monarchy någon repulsion ringlets streams talents cabinets conclusively edit extraordinaire functions grieving indisposed sag tor Broken Life's Princeton bestows evince misfortunes proclaims sehe Matthews World's gossips limit sterner massacres sacked Bouillon Grim Lane Narrative Running Siege cake cannon fare painful tapering tarde vnder Barlow Good Muslim fours implement physiology specialized vagabonds Baal Monarch encouragement xxii Grandmother answers claw habian impeachment purses Boss declines grocery t'en wanderers 'Ay Danger Sidonia Ya booth challenging obeisance refute builded clever Karna Tuscan XXXI conserve implanted piston poore undertakes NATIONAL reconnut sell transpired Bald bona disagree discharges extort naissance omnia



27901 - 28000[edit]
bazaar haughtiness holders meditation presented repentant abdomen actes sal wouldn't Commercial Denver Sous XXVIII accord basely inhospitable jarred lumbering rejoindre shuddered dopo durchaus grieves illusion läßt sweetmeats tehdä travailler Archives Gower Xavier hubbub lottery messenger quidem vultures Carlton Means Myself Ninth Ostend famous hauing plighted waterfall affirmation antiquarian hic rounding sauvages thumping wrapper Chesterfield Victorian Voices genau larges prudence Working bloom cosmic exposed fronting hearer statue blanches falsehoods Alexis Curious Mountains ley prejudicial really ridiculously westward één Claus VON continuait frauds grandly interpretations Worship accommodations biens kohta peerless prevail tropic Eben GUTINDEX envy expectations gemaakt hammers nuits played pp s'approcha

28001 - 29000[edit]
Potatoes Precisely braid feuds gangs wagging Schritt cleverest criterion descendit exasperation habitable ilman mesures Villefort clergy flaring scriptural Assuredly Beg Top conclusions elapse fulfillment leech reclined 'Nay Plato's Sciences acquaintances inviolable neque trophy dusk enquiries j Xenophon duquel improved irregularly soak Cicero's antaa popped premises president prim wollten Arlington dictation limped magistrate microscopic privilege rapidity Greater Hal Reid alli barbe charred comers imprisonment maiden's personnages Base Magna eure passionately providential singled Ezekiel Fellows impressively l'Angleterre participated pills schoenen sect steadied Heb declined paleness pants reasonable remembrances sobered cuerpo disappointing näytti preferment unalterable Laura's Portrait allure evacuated fureur merits rejected Departments

28101 - 28200[edit]
failings philosophie rending shepherd's trimming Dorcas Earle Pilgrim's Princess Safe brush congregation Pierson composed inferences merci talker Primrose Women's agonizing jetant limitless muerte sapphire slope sylvan theme DER aqui ich's perte tro unpleasantly Bennet Jugend Montmorency crazy excusable flooding hab' reflex stools zeal Babel Talking Twelfth Z interred locket lucht BLACK Lucky Tenth Warburton charters manliness sedate taciturn tenia vorher Circus Willard assiduously customs encroachments fineness patents seuil tarnished tragen woolly INTELSAT Revenge Rocks accent degli fevers koennte potatoes tenu Lindau perceptibly schönen whomsoever bedrooms laesst sig Experiment Mis' dial founded hares hearted nowise prêt selv thun undefined verschiedenen vilde
